jobId,title,category,company,location,salary,listing_time,url
74503709,"IT Infrastructure Officer (Morowali)","Administrasi Jaringan & Sistem","PT. BTR INDONESIA",Morowali,"Rp 7.000.000 – Rp 10.000.000 per month","29 menit yang lalu",https://www.jobstreet.co.id/id/job/74503709?type=standout&ref=search-standalone&origin=cardTitle
74503156,"IT Software QA Tester (Contract Based)","Uji Coba & Penjaminan Mutu","PT Aneka Search Indonesia",Setiabudi,,"2 jam yang lalu",https://www.jobstreet.co.id/id/job/74503156?type=standard&ref=search-standalone&origin=cardTitle
74501509,"Real Time Floor Monitoring (RTFM)","Meja Bantuan & Dukungan IT",Radikari,Semarang,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501509?type=standard&ref=search-standalone&origin=cardTitle
74501752,"Penelitian dan Pengembangan (Tenaga Ahli Pratama)","Administrasi Jaringan & Sistem","Jogja Tama Tri Cita",Yogyakarta,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501752?type=standard&ref=search-standalone&origin=cardTitle
74500940,"IT Help Desk","Meja Bantuan & Dukungan IT",Radikari,"Kebayoran Lama",,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74500940?type=standard&ref=search-standalone&origin=cardTitle
74500986,"Mitra Instalasi Kabel Rumah area Semarang","Administrasi Jaringan & Sistem","PT Solusindo Bintang Pratama",Semarang,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74500986?type=standard&ref=search-standalone&origin=cardTitle
74501028,Surveillance,"Administrasi Jaringan & Sistem","PT. Jembatan Citra Nusantara",Yogyakarta,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501028?type=standard&ref=search-standalone&origin=cardTitle
74501464,"Admin Bank","Meja Bantuan & Dukungan IT","Peluang Kerjaku",Kemayoran,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501464?type=standard&ref=search-standalone&origin=cardTitle
74501476,"Teknisi Fiber Optik","Administrasi Jaringan & Sistem","PT. Jembatan Citra Nusantara",Sukoharjo,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501476?type=standard&ref=search-standalone&origin=cardTitle
74501501,"Teknisi Fiber Optik","Administrasi Jaringan & Sistem","PT. Jembatan Citra Nusantara",Yogyakarta,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501501?type=standard&ref=search-standalone&origin=cardTitle
74501605,"Network Operation Center","Administrasi Jaringan & Sistem","PT. Jembatan Citra Nusantara",Yogyakarta,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501605?type=standard&ref=search-standalone&origin=cardTitle
74501751,"Teknisi (Wings Group)","Meja Bantuan & Dukungan IT","BKK SMKN 5 Kota Bekasi",Bekasi,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501751?type=standard&ref=search-standalone&origin=cardTitle
74501141,"Admin IT","Administrasi Jaringan & Sistem","PT OS Selnajaya Indonesia","Kebayoran Lama",,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74501141?type=standard&ref=search-standalone&origin=cardTitle
74500973,"Teknisi Jaringan Wireless","Administrasi Jaringan & Sistem","PT. Jembatan Citra Nusantara",Yogyakarta,,"8 jam yang lalu",https://www.jobstreet.co.id/id/job/74500973?type=standard&ref=search-standalone&origin=cardTitle
74501479,"Website Developer",Developer/Programmer,"Company Confidential",Denpasar,,"9 jam yang lalu",https://www.jobstreet.co.id/id/job/74501479?type=standard&ref=search-standalone&origin=cardTitle
74499153,"Presales Engineer","Penjualan – Pra & Pasca",Karoooo,"Jakarta Raya",,"11 jam yang lalu",https://www.jobstreet.co.id/id/job/74499153?type=standard&ref=search-standalone&origin=cardTitle
74499321,"Test JOB [DO NOT APPLY]","Uji Coba & Penjaminan Mutu","Margarita Bar",Seminyak,,"13 jam yang lalu",https://www.jobstreet.co.id/id/job/74499321?type=standard&ref=search-standalone&origin=cardTitle
74499380,"Full Stack Developer",Developer/Programmer,"PT Mitra Prodin",Sukawati,,"13 jam yang lalu",https://www.jobstreet.co.id/id/job/74499380?type=standard&ref=search-standalone&origin=cardTitle
74497801,"Full Stack Developer",Developer/Programmer,"PT Sepuluh Sebelas Agensi","Jakarta Utara",,"14 jam yang lalu",https://www.jobstreet.co.id/id/job/74497801?type=standout&ref=search-standalone&origin=cardTitle
74497716,"Backend Developer",Developer/Programmer,"PT Sepuluh Sebelas Agensi","Jakarta Utara",,"14 jam yang lalu",https://www.jobstreet.co.id/id/job/74497716?type=standout&ref=search-standalone&origin=cardTitle
74494205,"Odoo Business Analyst","Analis Bisnis/Sistem","Dirakarya Amara Wangsa","Jakarta Raya","Rp 7.500.000 – Rp 10.000.000 per month","15 jam yang lalu",https://www.jobstreet.co.id/id/job/74494205?type=standard&ref=search-standalone&origin=cardTitle
74498332,"Project Manager for Marketing Agency (US Based/Remote)","Manajemen Program & Proyek",Paired,"Jakarta Raya",,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74498332?type=standard&ref=search-standalone&origin=cardTitle
74498347,"Team Lead Developer (Indonesia)",Developer/Programmer,"PT Xtremax Teknologi Indonesia",Bandung,,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74498347?type=standard&ref=search-standalone&origin=cardTitle
74494048,"SAP FICO Consultant (Senior)",Konsultan,"PT Equine Global","Jakarta Raya",,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74494048?type=standard&ref=search-standalone&origin=cardTitle
74494018,"SAP HCM CONSULTANT",Konsultan,"PT Equine Global","Jakarta Selatan",,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74494018?type=standard&ref=search-standalone&origin=cardTitle
74493973,"Cloud Architect Engineer",Arsitek,"PT Ellipse Projects Indonesia","Jakarta Raya",,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493973?type=standout&ref=search-standalone&origin=cardTitle
74493953,"Oracle Presales Consultant",Konsultan,"PT Equine Global","Jakarta Raya","Rp 10.000.000 – Rp 12.000.000 per month","16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493953?type=standard&ref=search-standalone&origin=cardTitle
74493907,"SAP Technical Consultant Trainee (Fresh Graduate Program)",Developer/Programmer,"PT Equine Global","Jakarta Raya","Rp 5.000.000 – Rp 7.000.000 per month","16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493907?type=standard&ref=search-standalone&origin=cardTitle
74493866,"IT & Administration Officer","Administrasi Jaringan & Sistem","PT Sumber Mitra Jaya","Jakarta Raya",,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493866?type=standard&ref=search-standalone&origin=cardTitle
74493847,"SAP Functional Consultant Trainee (Fresh Graduate Program)",Konsultan,"PT Equine Global","Jakarta Raya","Rp 5.000.000 – Rp 7.000.000 per month","16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493847?type=standard&ref=search-standalone&origin=cardTitle
74493792,"Computer Hardware Specialist (Overclocker)","Meja Bantuan & Dukungan IT","PT Gema Teknologi Cahaya Gemilang (CV Office Plus)",Cisoka,,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493792?type=standout&ref=search-standalone&origin=cardTitle
74493766,"Oracle Functional Consultant Trainee (Fresh Graduate Program)",Konsultan,"PT Equine Global","Jakarta Selatan","IDR 5.000.000 - 6.300.000","16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493766?type=standard&ref=search-standalone&origin=cardTitle
74493610,"Oracle Technical Consultant Trainee (Fresh Graduate Program)",Konsultan,"PT Equine Global","Jakarta Selatan","Rp 5.000.000 – Rp 7.000.000 per month","16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493610?type=standard&ref=search-standalone&origin=cardTitle
74493686,"SAP Pre-Sales Consultant (Presales)",Konsultan,"PT Equine Global","Jakarta Raya",,"16 jam yang lalu",https://www.jobstreet.co.id/id/job/74493686?type=standard&ref=search-standalone&origin=cardTitle
74493658,"Fullstack Programmer (Remote)",Developer/Programmer,"PT Gema Teknologi Cahaya Gemilang (CV Office Plus)","Jakarta Raya",,"17 jam yang lalu",https://www.jobstreet.co.id/id/job/74493658?type=standout&ref=search-standalone&origin=cardTitle
74493582,"IT Project Manager for ERP","Manajemen Program & Proyek","PT Equine Global","Jakarta Selatan",,"17 jam yang lalu",https://www.jobstreet.co.id/id/job/74493582?type=standard&ref=search-standalone&origin=cardTitle
74493524,"Salesforce Consultant",Developer/Programmer,"PT Equine Global","Jakarta Selatan",,"17 jam yang lalu",https://www.jobstreet.co.id/id/job/74493524?type=standout&ref=search-standalone&origin=cardTitle
74493465,"IT Programmer",Developer/Programmer,"Kiat Ananda Group",Bekasi,,"17 jam yang lalu",https://www.jobstreet.co.id/id/job/74493465?type=standard&ref=search-standalone&origin=cardTitle
74493362,"Oracle Support Consultant (NetSuite/HCM/Fusion Cloud)",Developer/Programmer,"PT Equine Global","Jakarta Selatan",,"17 jam yang lalu",https://www.jobstreet.co.id/id/job/74493362?type=standard&ref=search-standalone&origin=cardTitle
74492574,".NET DEVELOPER",Developer/Programmer,"PT. Iforce Consulting Indonesia – www.iforce.co.id","Jakarta Raya","Rp 10.000.000 – Rp 15.000.000 per month","17 jam yang lalu",https://www.jobstreet.co.id/id/job/74492574?type=standout&ref=search-standalone&origin=cardTitle
74496702,"Coding Teacher",Developer/Programmer,"Makers TV","Kuta Utara",,"17 jam yang lalu",https://www.jobstreet.co.id/id/job/74496702?type=standard&ref=search-standalone&origin=cardTitle
74490779,"Senior DevOps","Teknik – Perangkat Lunak","PT Lunaria Annua Teknologi (KoinWorks)","Jakarta Selatan",,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490779?type=standout&ref=search-standalone&origin=cardTitle
74490780,"RPA - Robotic Process Automation Developer (Contract Based)",Developer/Programmer,"Erajaya Group","Jakarta Barat",,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490780?type=standard&ref=search-standalone&origin=cardTitle
74490483,"IT Solution Architect",Arsitek,"PT Artha Mulia Trijaya",Tangerang,"Rp 8.000.000 – Rp 10.000.000 per month","18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490483?type=standout&ref=search-standalone&origin=cardTitle
74490459,"Business Analyst","Analis Bisnis/Sistem","PT Japfa Comfeed Indonesia. Tbk","Jakarta Selatan",,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490459?type=standout&ref=search-standalone&origin=cardTitle
74490352,"Business Analyst Manager","Analis Bisnis/Sistem","PT Hema Medhajaya",Cikupa,,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490352?type=standout&ref=search-standalone&origin=cardTitle
74490233,"IT STAFF - SURABAYA","Administrasi Jaringan & Sistem","PT Hartono Raya Motor (Surabaya)",Surabaya,,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490233?type=standout&ref=search-standalone&origin=cardTitle
74490153,"Project Specifier","Manajemen Program & Proyek","PT Hema Medhajaya","Kebon Jeruk",,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490153?type=standout&ref=search-standalone&origin=cardTitle
74490125,"Oracle Technical Consultant",Developer/Programmer,"PT Equine Global","Jakarta Raya",,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490125?type=standout&ref=search-standalone&origin=cardTitle
74490101,"IOS Developer",Developer/Programmer,"PT. Bank KEB Hana Indonesia","Jakarta Raya",,"18 jam yang lalu",https://www.jobstreet.co.id/id/job/74490101?type=standout&ref=search-standalone&origin=cardTitle
74489950,"Mobile Developer (IOS / Android / Flutter / React Native)",Developer/Programmer,"PT Pro Sigmaka Mandiri","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489950?type=standout&ref=search-standalone&origin=cardTitle
74489635,"IT / EDP","Teknik – Jaringan","Swalayan Saudara",Jepara,"Rp 2.700.000 – Rp 4.000.000 per month","19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489635?type=standout&ref=search-standalone&origin=cardTitle
74496900,"Business Analyst","Analis Bisnis/Sistem","Juke Solutions","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74496900?type=standard&ref=search-standalone&origin=cardTitle
74496534,"Quality Assurance","Uji Coba & Penjaminan Mutu","Juke Solutions","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74496534?type=standard&ref=search-standalone&origin=cardTitle
74497137,"Associate Product Manager (Platform)","Manajemen & Pengembangan Produk","PT Moladin Digital Indonesia","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74497137?type=standard&ref=search-standalone&origin=cardTitle
74495666,"Business Analyst (ELUON)","Analis Bisnis/Sistem",Dealls,"Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74495666?type=standard&ref=search-standalone&origin=cardTitle
74496550,"Web Developer (Java Springboot) ASAP - Banking",Developer/Programmer,"PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74496550?type=standard&ref=search-standalone&origin=cardTitle
74495617,"Software Engineer (Backend) (Indonesia Fintopia Technology (Easycash))","Manajemen Program & Proyek",Dealls,"Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74495617?type=standard&ref=search-standalone&origin=cardTitle
74495982,"Software Developer (Java Springboot) ASAP - Banking Industry","Teknik – Perangkat Lunak","PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74495982?type=standard&ref=search-standalone&origin=cardTitle
74496807,"Backend Developer (Junior. ASAP) - Banking Industry","Teknik – Perangkat Lunak","PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74496807?type=standard&ref=search-standalone&origin=cardTitle
74496922,"Fullstack Developer (ASAP) - Banking Industry",Developer/Programmer,"PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74496922?type=standard&ref=search-standalone&origin=cardTitle
74496914,"Android Developer (ASAP) - Banking Industry",Developer/Programmer,"PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74496914?type=standard&ref=search-standalone&origin=cardTitle
74497255,"Internal Audit (Indonesia Fintopia Technology (Easycash))","Analis Bisnis/Sistem",Dealls,"Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74497255?type=standard&ref=search-standalone&origin=cardTitle
74489704,"Staff IT","Administrasi Jaringan & Sistem","PT Broco Mobel Industry",Jatiuwung,"Rp 7.000.000 – Rp 10.000.000 per month","19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489704?type=standard&ref=search-standalone&origin=cardTitle
74489512,"Operator Server Pulsa","Administrasi Jaringan & Sistem","PT XTRA MENDAHULUKAN LAYANAN",Cilacap,"Rp 2.000.000 – Rp 2.500.000 per month","19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489512?type=standout&ref=search-standalone&origin=cardTitle
74489534,"IT Support","Meja Bantuan & Dukungan IT","PT VICTORY RETAILINDO","Jakarta Raya","Rp 4.500.000 – Rp 5.200.000 per month","19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489534?type=standard&ref=search-standalone&origin=cardTitle
74489509,"SUPERVISOR / SENIOR IT","Administrasi Jaringan & Sistem","PT Warna Warni Media","Jakarta Pusat",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489509?type=standard&ref=search-standalone&origin=cardTitle
74489486,"IT Quality Assurance Automation","Uji Coba & Penjaminan Mutu","PT PERMODALAN NASIONAL MADANI","Jakarta Selatan",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489486?type=standout&ref=search-standalone&origin=cardTitle
74489146,"IT Development Supervisor",Developer/Programmer,"PT Blue Gas Indonesia","Jakarta Raya","Rp 6.000.000 – Rp 8.000.000 per month","19 jam yang lalu",https://www.jobstreet.co.id/id/job/74489146?type=standout&ref=search-standalone&origin=cardTitle
74458239,"IT Senior Database Administrator","Pengembangan & Administrasi Database","PT. TEMAS TBK","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74458239?type=standout&ref=search-standalone&origin=cardTitle
74488877,"Back End Developer",Developer/Programmer,"PT PERMODALAN NASIONAL MADANI","Jakarta Selatan",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74488877?type=standout&ref=search-standalone&origin=cardTitle
74488809,"Data Engineer","Teknik – Perangkat Lunak","PT PERMODALAN NASIONAL MADANI","Jakarta Selatan",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74488809?type=standout&ref=search-standalone&origin=cardTitle
74488786,Programmer,Developer/Programmer,"PT Jaya Trade Indonesia","Jakarta Raya",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74488786?type=standard&ref=search-standalone&origin=cardTitle
74488714,"Fullstack Developer",Developer/Programmer,"PT Adhikari Inovasi Indonesia","Bandung Barat","Rp 4.500.000 – Rp 6.500.000 per month","19 jam yang lalu",https://www.jobstreet.co.id/id/job/74488714?type=standout&ref=search-standalone&origin=cardTitle
74488705,"Business Analyst (Perdagangan)","Analis Bisnis/Sistem","PT Bina Artha Ventura","Sumatera Utara",,"19 jam yang lalu",https://www.jobstreet.co.id/id/job/74488705?type=standard&ref=search-standalone&origin=cardTitle
74488580,"Full Stack Developer (Temporary)",Developer/Programmer,"PT Asuransi MSIG Indonesia","Jakarta Selatan",,"20 jam yang lalu",https://www.jobstreet.co.id/id/job/74488580?type=standard&ref=search-standalone&origin=cardTitle
74488489,"BACKEND DEVELOPER",Developer/Programmer,"PT Adhikari Inovasi Indonesia",Bandung,"Rp 4.500.000 – Rp 6.000.000 per month","20 jam yang lalu",https://www.jobstreet.co.id/id/job/74488489?type=standout&ref=search-standalone&origin=cardTitle
74488343,"Mentor Java Developer",Developer/Programmer,"PT GLOBAL LOYALTY INDONESIA",Tangerang,,"20 jam yang lalu",https://www.jobstreet.co.id/id/job/74488343?type=standard&ref=search-standalone&origin=cardTitle
74487027,"Automation Programmer",Developer/Programmer,"PT Mindo Small Business Solutions",Yogyakarta,,"20 jam yang lalu",https://www.jobstreet.co.id/id/job/74487027?type=standout&ref=search-standalone&origin=cardTitle
74486952,"Software Engineer - OVAL Data",Developer/Programmer,"Kompas Gramedia - KG Media","Pal Merah",,"20 jam yang lalu",https://www.jobstreet.co.id/id/job/74486952?type=standard&ref=search-standalone&origin=cardTitle
74486018,"Senior IT Security Engineer - WFO - Tangerang Selatan",Keamanan,"PT. PERSOLKELLY Recruitment Indonesia","Tangerang Selatan","Rp 18.000.000 – Rp 20.000.000 per month","20 jam yang lalu",https://www.jobstreet.co.id/id/job/74486018?type=standard&ref=search-standalone&origin=cardTitle
74485913,"GTM - Project Management","Manajemen Program & Proyek","PT Junyi Jaya Indonesia","Jakarta Utara",,"20 jam yang lalu",https://www.jobstreet.co.id/id/job/74485913?type=standard&ref=search-standalone&origin=cardTitle
74485306,"Java Developer",Developer/Programmer,"Aim-Force Software Sdn Bhd",Badung,"Rp 8.000.000 – Rp 12.000.000 per month","21 jam yang lalu",https://www.jobstreet.co.id/id/job/74485306?type=standout&ref=search-standalone&origin=cardTitle
74484956,"Network Engineer","Administrasi Jaringan & Sistem","LightsUp Network Solution Sdn Bhd","Jakarta Selatan","Rp 6.000.000 – Rp 9.000.000 per month","21 jam yang lalu",https://www.jobstreet.co.id/id/job/74484956?type=standout&ref=search-standalone&origin=cardTitle
74484932,"Backend Development",Developer/Programmer,"PT Harapan Fintech Indonesia","Jakarta Pusat",,"21 jam yang lalu",https://www.jobstreet.co.id/id/job/74484932?type=standout&ref=search-standalone&origin=cardTitle
74484454,"Product Manager IoT dan Automation System","Manajemen & Pengembangan Produk","Dexa Group",Tangerang,,"21 jam yang lalu",https://www.jobstreet.co.id/id/job/74484454?type=standout&ref=search-standalone&origin=cardTitle
74484337,"Senior IT Security Engineer",Keamanan,"Dexa Group","Tangerang Selatan",,"21 jam yang lalu",https://www.jobstreet.co.id/id/job/74484337?type=standout&ref=search-standalone&origin=cardTitle
74484128,"Dealer Management System Staff","Meja Bantuan & Dukungan IT","PT Suzuki Indomobil Motor","Jakarta Timur",,"21 jam yang lalu",https://www.jobstreet.co.id/id/job/74484128?type=standard&ref=search-standalone&origin=cardTitle
74483433,"Data Analyst Staff","Pengembangan & Administrasi Database","PT Hana Fashion Indonesia","Jakarta Barat","Rp 5.500.000 – Rp 7.500.000 per month","21 jam yang lalu",https://www.jobstreet.co.id/id/job/74483433?type=standout&ref=search-standalone&origin=cardTitle
74491063,"Full Stack Developer",Developer/Programmer,"PT. Dopay Aplikasi Indonesia (Zapps Indonesia)",Arcamanik,,"21 jam yang lalu",https://www.jobstreet.co.id/id/job/74491063?type=standard&ref=search-standalone&origin=cardTitle
74491016,"Full Stack Developer",Developer/Programmer,Fourtrezz,Yogyakarta,,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74491016?type=standard&ref=search-standalone&origin=cardTitle
74491142,"Network Administration","Administrasi Jaringan & Sistem","PT. Internet Madju Abad Milenindo","Kuta Utara",,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74491142?type=standard&ref=search-standalone&origin=cardTitle
74491353,"Teknisi Fiber Optik Lapangan","Meja Bantuan & Dukungan IT","PT. Internet Madju Abad Milenindo","Kuta Utara",,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74491353?type=standard&ref=search-standalone&origin=cardTitle
74482373,"Full Stack Developer",Developer/Programmer,,Medan,,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74482373?type=standout&ref=search-standalone&origin=cardTitle
74491324,Teknisi,"Meja Bantuan & Dukungan IT","Dr Computer",Rancaekek,,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74491324?type=standard&ref=search-standalone&origin=cardTitle
74491178,"Application Engineer","Administrasi Jaringan & Sistem","PT Eforel Citra Utama","Bojongloa Kidul",,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74491178?type=standard&ref=search-standalone&origin=cardTitle
74482217,"Senior Frontend Developer",Developer/Programmer,"PT Suitmedia Kreasi Indonesia","Jakarta Selatan",,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74482217?type=standard&ref=search-standalone&origin=cardTitle
74481910,"IT Dotnet Programmer",Developer/Programmer,"Kiat Ananda Group",Bekasi,,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74481910?type=standard&ref=search-standalone&origin=cardTitle
74481893,"Engineer On Site (Mojokerto)","Administrasi Jaringan & Sistem","PT Karya Solusi Prima Sejahtera",Mojokerto,,"22 jam yang lalu",https://www.jobstreet.co.id/id/job/74481893?type=standard&ref=search-standalone&origin=cardTitle
74481638,"IT QA Automation","Uji Coba & Penjaminan Mutu","PT. Metrocomjaddi Technology","Jakarta Raya","Rp 6.000.000 – Rp 8.000.000 per month","22 jam yang lalu",https://www.jobstreet.co.id/id/job/74481638?type=standard&ref=search-standalone&origin=cardTitle
74480714,"IT - GA Support","Administrasi Jaringan & Sistem","PT Autoline Jaya Motor","Jakarta Barat","Rp 5.500.000 – Rp 7.000.000 per month","23 jam yang lalu",https://www.jobstreet.co.id/id/job/74480714?type=standout&ref=search-standalone&origin=cardTitle
74480516,"Android Developer",Developer/Programmer,"PT Integra Pratama","Jakarta Barat",,"23 jam yang lalu",https://www.jobstreet.co.id/id/job/74480516?type=standout&ref=search-standalone&origin=cardTitle
74480224,"IT Programmer",Developer/Programmer,"PT. Sutrakabel Intimandiri",Bogor,,"23 jam yang lalu",https://www.jobstreet.co.id/id/job/74480224?type=standout&ref=search-standalone&origin=cardTitle
74480032,"IT Risk Consultant (IT Governance. Risk. Compliance)","Analis Bisnis/Sistem","PT Equine Global","Jakarta Raya",,"23 jam yang lalu",https://www.jobstreet.co.id/id/job/74480032?type=standout&ref=search-standalone&origin=cardTitle
74479645,"Game Developer",Developer/Programmer,,"Jakarta Selatan",,"23 jam yang lalu",https://www.jobstreet.co.id/id/job/74479645?type=standout&ref=search-standalone&origin=cardTitle
74478360,"Technical Writer","Penulisan Teknis","PT. Siaga Abdi Utama","Jakarta Pusat","Rp 5.500.000 – Rp 6.500.000 per month","23 jam yang lalu",https://www.jobstreet.co.id/id/job/74478360?type=standard&ref=search-standalone&origin=cardTitle
74479492,"Sales Manager Bandung",Telekomunikasi,"PT. Telemedia Komunikasi Pratama",Bandung,"Rp 5.000.000 – Rp 6.000.000 per month","23 jam yang lalu",https://www.jobstreet.co.id/id/job/74479492?type=standard&ref=search-standalone&origin=cardTitle
74479373,"Application Support",Developer/Programmer,"PT OBS SOLUSI TEKNOLOGI INDONESIA","Jakarta Raya","Rp 6.000.000 – Rp 9.000.000 per month","1 hari yang lalu",https://www.jobstreet.co.id/id/job/74479373?type=standout&ref=search-standalone&origin=cardTitle
74479182,"Sr. Backend Engineer","Teknik – Perangkat Lunak","99 PTE. LTD.","Jakarta Raya","Rp 22.000.000 – Rp 23.000.000 per month","1 hari yang lalu",https://www.jobstreet.co.id/id/job/74479182?type=standout&ref=search-standalone&origin=cardTitle
74479163,"Data Engineer (Spark)",Arsitek,"PT Dua Empat Tujuh","Jakarta Selatan",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74479163?type=standard&ref=search-standalone&origin=cardTitle
74479102,"IT Assistant Manager","Meja Bantuan & Dukungan IT",,Cikarang,,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74479102?type=standout&ref=search-standalone&origin=cardTitle
74479040,"DevOps Engineer","Administrasi Jaringan & Sistem","PT XSIS MITRA UTAMA - Recruitment Center","Jakarta Selatan",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74479040?type=standout&ref=search-standalone&origin=cardTitle
74478729,"iOS Developer",Developer/Programmer,"PT Bank DBS Indonesia","Jakarta Selatan",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74478729?type=standard&ref=search-standalone&origin=cardTitle
74478627,"Sales Manager Jabodetabek","Administrasi Jaringan & Sistem","PT. Telemedia Komunikasi Pratama","Jakarta Raya","Rp 5.000.000 – Rp 6.000.000 per month","1 hari yang lalu",https://www.jobstreet.co.id/id/job/74478627?type=standard&ref=search-standalone&origin=cardTitle
74478373,"IT Security Specialist",Keamanan,"Stanford Teknologi Indonesia","Jakarta Pusat",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74478373?type=standout&ref=search-standalone&origin=cardTitle
74478048,"IT Web Developer Specialist",Developer/Programmer,"Stanford Teknologi Indonesia","Jakarta Pusat",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74478048?type=standout&ref=search-standalone&origin=cardTitle
74478033,"IT Programmer",Developer/Programmer,"PT Asih Eka Abadi","Jakarta Raya",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74478033?type=standard&ref=search-standalone&origin=cardTitle
74477906,"IT Server Infrastructure Specialist",Keamanan,"Stanford Teknologi Indonesia","Jakarta Pusat",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74477906?type=standout&ref=search-standalone&origin=cardTitle
74477857,"Database Engineer (Oracle Certified)","Pengembangan & Administrasi Database","PT Sisindokom Lintasbuana","Jakarta Pusat",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74477857?type=standard&ref=search-standalone&origin=cardTitle
74477811,"RPA Developer","Administrasi Jaringan & Sistem","PT Indocyber Global Teknologi","Jakarta Raya",,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74477811?type=standard&ref=search-standalone&origin=cardTitle
74477370,"IT Support","Meja Bantuan & Dukungan IT","PT. SINARMAS DISTRIBUSI NUSANTARA",Tangerang,,"1 hari yang lalu",https://www.jobstreet.co.id/id/job/74477370?type=standard&ref=search-standalone&origin=cardTitle
